Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
PPW^,PacifiCorp,103,12978000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppw^
PAM,Pampa Energia S.A.,4.22,126587340,n/a,1990,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pam
PTNR,Partner Communications Company Ltd.,3.28,43738478.56,13334902,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ptnr
PE^A,Peco Energy Company,90.88,27264000,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/pe^a
PE^B,Peco Energy Company,95.0401,14256015,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/pe^b
PE^C,Peco Energy Company,98,26950000,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/pe^c
PE^D,Peco Energy Company,99.26,14889000,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/pe^d
PHI,Philippine Long Distance Telephone Company,63.73,3640512520,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/phi
PNY,"Piedmont Natural Gas Company, Inc.",31.79,2278897940,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/pny
PNW,Pinnacle West Capital Corporation,54.32,5946790640,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnw
PLT,"Plantronics, Inc.",33.29,1419086120,n/a,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/plt
PNM,"PNM Resources, Inc. (Holding Co.)",20.99,1671937460,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnm
PLCM,"Polycom, Inc.",8.47,1510107830,n/a,1996,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/plcm
POR,Portland General Electric Company,27.31,2062068860,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/por
PT,"Portugal Telecom SGPS, S.A .",4.16,111300800,n/a,1995,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/pt
POM,Potomac Electric Power Company,19.92,4547337600,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/pom
PPL,PPL Corporation,29.17,16919241740,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppl
PLPC,Preformed Line Products Company,55.93,298162830,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/plpc
PRIM,Primoris Services Corporation,12.43,639871540,n/a,1991,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/prim
PTGI,Primus Telecommunications Group Inc.,15.68,216885760,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ptgi
FPC^A,"Progress Energy, Inc.",25.95,311400000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fpc^a
BIN,Progressive Waste Solutions Ltd.,20.41,2409216810,n/a,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/bin
IIT,PT Indosat Tbk,25.89,370796580,n/a,1994,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iit
PEG,Public Service Enterprise Group Incorporated,33.75,17073956250,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/peg
PCYO,Pure Cycle Corporation,2.1,50479800,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/pcyo
STR,Questar Corporation,20.62,3674442760,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/str
CTQ,Qwest Corporation,27.45,726052500,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctq
CTU,Qwest Corporation,26.4001,0,n/a,1983,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctu
CTW,Qwest Corporation,27.24,626520000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctw
CTX,Qwest Corporation,26.95,565950000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctx
RSG,"Republic Services, Inc.",28.17,10429407270,n/a,1998,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/rsg
RIMM,Research in Motion Limited,7.375,3801436375,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/rimm
RGCO,RGC Resources Inc.,18,83682000,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
SCG,Scana Corporation,49.46,6468972320,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/scg
SCU,Scana Corporation,29.05,0,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/scu
SRE,Sempra Energy,70.86,17076622260,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre
SHEN,Shenandoah Telecommunications Co,15.85,378006650,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen
SHOR,"ShoreTel, Inc.",4.53,261571260,n/a,1986,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shor
SJW,SJW Corporation,23.13,430657470,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Corporation, Ltd.",13.69,2738164280,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/skm
SJI,"South Jersey Industries, Inc.",53.02,1611861020,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/sji
SO,Southern Company (The),48.42,42061969800,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/so
SWX,Southwest Gas Corporation,45.06,2077806720,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/swx
SE,Spectra Energy Corp,30.62,19994860000,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/se
SEP,"Spectra Energy Partners, LP",32.4,3120120000,n/a,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sep
S,Sprint  Nextel Corporation,4.31,12925030570,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/s
SCMR,"Sycamore Networks, Inc.",14.45,417301550,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/scmr
SYMM,"Symmetricom, Inc.",6.12,254702160,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/symm
NGLS,Targa Resources Partners LP,37.96,3384931160,n/a,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngls
TRGP,"Targa Resources, Inc.",44.51,1889093420,n/a,2010,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trgp
TCL,Tata Communications Limited,9.05,79459000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tcl
TCP,"TC PipeLines, LP",45.22,2418049060,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tcp
TE,"TECO Energy, Inc.",18.22,3929689600,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/te
TSU,Tele Celular Sul Participacoes S.A.,23.31,1784916630,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tsu
TEO,Telecom Argentina Stet - France Telecom S.A.,11.48,365339520,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/teo
TEF,Telefonica SA,11.46,2894967900,n/a,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tef
TDE,"Telephone and Data Systems, Inc.",27.02,243180000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tde
TDI,"Telephone and Data Systems, Inc.",25.79,113476000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdi
TDJ,"Telephone and Data Systems, Inc.",27.81,333720000,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tdj
TDS,"Telephone and Data Systems, Inc.",23.86,2419690320,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tds
TLAB,"Tellabs, Inc.",3.325,1217651575,n/a,1980,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tlab
TU,TELUS Corporation,61.34,9196890220,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tu
TVC,Tennessee Valley Authority,27.41,362140920,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,26.66,291793700,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tve
YORW,The York Water Company,18.22,233744380,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/yorw
TAC,TransAlta Corporation,15.51,3468036000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/tac
TRP,"Transcanada Pipelines, Ltd.",44.64,31426560000,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/trp
TGS,Transportadora De Gas Sa Ord B,1.72,37205320,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/tgs
TKC,Turkcell Iletisim Hizmetleri AS,14.19,1299463440,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tkc
TWTC,tw telecom inc.,24.87,3743084220,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/twtc
HTM,U.S. Geothermal Inc.,0.32,28465920,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/htm
UGI,UGI Corporation,30.44,3419781800,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ugi
UIL,UIL Holdings Corporation,37.04,1876076000,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/uil
UGP,Ultrapar Participacoes S.A.,23.7,1209861300,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ugp
USM,United States Cellular Corporation,40.89,2107920390,n/a,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/usm
UZA,United States Cellular Corporation,27.28,373190400,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/uza
UNTK,"UniTek Global Services, Inc.",2.6,42790800,n/a,2010,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/untk
UTL,UNITIL Corporation,26.71,367502890,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/utl
UNS,UNS Energy Corporation,41.33,1663945800,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/uns
ECOL,"US Ecology, Inc.",18.77,343922710,n/a,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/ecol
USMO,"USA Mobility, Inc.",13.44,297628800,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/usmo
VVC,Vectren Corporation,29.82,2445031260,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/vvc
VE,Veolia Environnement,11.24,384329320,n/a,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/ve
VZ,Verizon Communications Inc.,44.9,1.27562E+11,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vz
VMED,Virgin Media Inc.,27.39,7608010740,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vmed
VEL^E,Virginia Electric & Power Company,111.5,11930500,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/vel^e
VOD,Vodafone Group Plc,28.71,26331169501,917142790,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vod
VG,Vonage Holdings Corp.,1.65,373500600,n/a,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/vg
WWVY,Warwick Valley Telephone Company,13.23,76707540,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/wwvy
WCN,"Waste Connections, Inc.",30.7,3781871600,n/a,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/wcn
WM,"Waste Management, Inc.",34.15,15808342350,n/a,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/wm
WR,"Westar Energy, Inc.",30.91,3900223800,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wr
WSTL,"Westell Technologies, Inc.",2.28,112704960,n/a,1995,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/wstl
WES,"Western Gas Partners, LP",44.84,4070306160,n/a,2008,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wes
WGL,WGL Holdings Inc,41.14,2120149900,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/wgl
WMB,"Williams Companies, Inc. (The)",31.6,19770603200,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wmb
WPZ,Williams Partners L.P.,53.89,17032419510,n/a,2005,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/wpz
WIN,Windstream Corporation,9.725,5721810725,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/win
WEC,Wisconsin Energy Corporation,40.91,9427914050,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wec
WIS^,Wisconsin Power & Light Co.,103.06,10306000,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/wis^
XCJ,Xcel Energy Inc.,26.86,429760000,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/xcj
XEL,Xcel Energy Inc.,29.45,14340471350,n/a,1993,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/xel
ZBB,ZBB Energy Corporation,0.345,14163975,n/a,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/zbb
ZHNE,"Zhone Technologies, Inc.",0.53,16386540,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/zhne
ZOOM,"Zoom Technologies, Inc.",1.0499,25340386.4,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/zoom
