"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"LUB","Luby&#39;s, Inc.","6.9","194519300.7","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/lub",
"LL","Lumber Liquidators Holdings, Inc","58.24","1580774715.52","n/a","2007","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/ll",
"LXFR","Luxfer Holdings PLC","12.91","338405337.32","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxfr",
"LUX","Luxottica Group, S.p.A.","45.48","21362945735.76","n/a","1990","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/lux",
"LDL","Lydall, Inc.","15.82","268777481.14","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ldl",
"LYB","LyondellBasell Industries NV","61.24","35224334360.44","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lyb",
"MTB","M&T Bank Corporation","103.13","13210615249.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mtb",
"MTB/WS","M&T Bank Corporation","32","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb/ws",
"MTB^","M&T Bank Corporation","1040","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^",
"MTB^A","M&T Bank Corporation","25.44","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^a",
"MTB^C","M&T Bank Corporation","1025.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^c",
"MDC","M.D.C. Holdings, Inc.","41.25","2007237705","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mdc",
"MHO","M/I Homes, Inc.","27.48","589108737.96","n/a","1993","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mho",
"MHO^A","M/I Homes, Inc.","23.4001","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mho^a",
"MAC","Macerich Company (The)","59.7","8155983677.4","n/a","1981","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mac",
"TUC","Mac-Gray Corporation","12.34","178977805.16","n/a","1993","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tuc",
"CLI","Mack-Cali Realty Corporation","27.52","2406273037.44","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cli",
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","20.3","351536602.2","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/mgu",
"MIC","Macquarie Infrastructure Company LLC","48.1","2249101887.5","n/a","1992","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mic",
"MFD","Macquarie/First Trust Global","16.18","138068551.3","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/mfd",
"M","Macy&#39;s Inc","39.39","15569914628.58","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/m",
"MCN","Madison Covered Call & Equity Strategy Fund","8.08","155688857.84","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/mcn",
"MSP","Madison Strategic Sector Premium Fund","11.82","68535799.62","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/msp",
"MMP","Magellan Midstream Partners L.P.","48.75","11027292510","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mmp",
"MGA","Magna International, Inc.","53.34","12436449455.22","n/a","1984","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mga",
"MX","MagnaChip Semiconductor Corporation","15.81","568586492.25","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mx",
"MHR","Magnum Hunter Resources Corporation","4.16","707265611.52","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mhr",
"MH^A","Maiden Holdings, Ltd.","26.65","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mh^a",
"MHNA","Maiden Holdings, Ltd.","26.5355","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mhna",
"MHNB","Maiden Holdings, Ltd.","26.95","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mhnb",
"MFB","Maidenform Brands, Inc.","19.27","454245794.11","n/a","2005","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/mfb",
"MAIN","Main Street Capital Corporation","30.95","1069561526.85","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/main",
"MMD","MainStay DefinedTerm Municipal Opportunities Fund","20.51","507622500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mmd",
"MZF","Managed Duration Investment Grade Municipal Fund","16","108646160","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/mzf",
"HYF","Managed High Yield Plus Fund, Inc.","2.1799","135464823.7722","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/hyf",
"MANU","Manchester United Ltd.","16.48","516686991.68","n/a","1993","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/manu",
"MTW","Manitowoc Company, Inc. (The)","17.67","2340798846.51","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mtw",
"MN","Manning & Napier, Inc.","13.85","188150491.05","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/mn",
"MAN","ManpowerGroup","48.59","3812194775.35","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/man",
"MFC","Manulife Financial Corp","14.63","26739566115.57","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/mfc",
"MRO","Marathon Oil Corporation","33.52","23679106789.84","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mro",
"MPC","Marathon Petroleum Corporation","68.65","23284920501.5","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/mpc",
"MCS","Marcus Corporation (The)","13.2","359749249.2","n/a","1972","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mcs",
"MPX","Marine Products Corporation","6.35","239905819.4","n/a","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mpx",
"HZO","MarineMax, Inc.","11.75","279234473","n/a","1998","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hzo",
"MKL","Markel Corporation","473.08","4555718768.96","n/a","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mkl",
"MWE","MarkWest Energy Partners, LP","53.72","7389119064.88","n/a","2002","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mwe",
"MAR","Marriot International","40.1","12653157007.5","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mar",
"VAC","Marriot Vacations Worldwide Corporation","44.94","1551249615.72","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/vac",
"MMC","Marsh & McLennan Companies, Inc.","35","19053535270","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/mmc",
"MSO","Martha Stewart Living Omnimedia, Inc.","2.76","185119227.84","n/a","1999","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mso",
"MLM","Martin Marietta Materials, Inc.","99.27","4557423457.71","n/a","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mlm",
"MAS","Masco Corporation","18.13","6474223000","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/mas",
"MTZ","MasTec, Inc.","28.28","2148571642.56","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/mtz",
"MA","Mastercard Incorporated","514.12","61322132905.68","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ma",
"MTDR","Matador Resources Company","8.01","445113032.67","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtdr",
"MTRN","Materion Corporation","26.8","547593599.6","n/a","1994","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/mtrn",
"MATX","Matson, Inc.","27.16","1155846952.12","n/a","1992","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/matx",
"MLP","Maui Land & Pineapple Company, Inc.","4.0836","76619026.8648","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mlp",
"MXT","Maxcom Telecomunicaciones SAB de CV","2.18","81990715.6","n/a","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mxt",
"MMS","Maximus, Inc.","70.17","2441081959.38","n/a","1997","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mms",
"MXL","MaxLinear, Inc","5.18","169911490.28","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxl",
"MBI","MBIA, Inc.","8.12","1573101956.16","n/a","1987","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mbi",
"MNI","McClatchy Company (The)","3.15","270556750.8","n/a","1988","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mni",
"MKC","McCormick & Company, Incorporated","61.23","8113916166.33","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mkc",
"MKC/V","McCormick & Company, Incorporated","61.03","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mkc/v",
"MDR","McDermott International, Inc.","12.75","3007014710.25","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mdr",
"MCD","McDonald&#39;s Corporation","94.36","94735235089.88","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/mcd",
"MUX","McEwen Mining Inc.","3.14","667708628.4","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mux",
"MHP","McGraw-Hill Companies, Inc. (The)","56.87","15792799000","n/a","n/a","Consumer Services","Books","http://www.nasdaq.com/symbol/mhp",
"MCK","McKesson Corporation","105.47","24895111272.33","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/mck",
"MMR","McMoRan Exploration Company","15.91","2575524578.06","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mmr",
"MDU","Mdu Res Group Inc","22.79","4303447755.91","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mdu",
"MJN","Mead Johnson Nutrition Company","68.53","13913178251.28","n/a","2009","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mjn",
"MIG","Meadowbrook Insurance Group, Inc.","6.36","316575429.96","n/a","1995","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mig",
"MWV","Meadwestvaco Corporation","32.77","5728213564.72","n/a","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/mwv",
"MTL","Mechel Steel Group OAO","6.77","2818152943.65","n/a","2004","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mtl",
"MTL^","Mechel Steel Group OAO","2.07","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtl^",
"MEG","Media General, Inc.","4.16","116194133.12","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/meg",
"MPW","Medical Properties Trust, Inc.","13.47","1826156604.57","n/a","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mpw",
"MED","MEDIFAST INC","27.14","421374418.7","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/med",
"MCC","Medley Capital Corporation","15.19","435376524.31","n/a","2011","n/a","n/a","http://www.nasdaq.com/symbol/mcc",
"MCQ","Medley Capital Corporation","25.95","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcq",
"MD","Mednax, Inc","87.46","4357776537.48","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/md",
"MDT","Medtronic, Inc.","46.49","47018021797.5","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/mdt",
"WFR","MEMC Electronic Materials, Inc.","3.96","914550215.04","n/a","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/wfr",
"MW","Men&#39;s Wearhouse, Inc. (The)","31.21","1588334357.61","n/a","1986","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/mw",
"MRK","Merck & Company, Inc.","42.93","130510288255.41","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrk",
"MCY","Mercury General Corporation","39.79","2184923690.83","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mcy",
"MDP","Meredith Corporation","36.74","1630034395","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mdp",
"MTH","Meritage Corporation","42.73","1520777834.73","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mth",
"MTOR","Meritor, Inc.","5.55","535711779.75","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mtor",
"MER^D","Merrill Lynch & Co., Inc.","25.28","0","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/mer^d",
"MER^E","Merrill Lynch & Co., Inc.","25.309","0","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/mer^e",
"MER^F","Merrill Lynch & Co., Inc.","25.43","0","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/mer^f",
"MER^K","Merrill Lynch & Co., Inc.","25.18","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^k",
"MER^M","Merrill Lynch & Co., Inc.","25.17","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^m",
"MER^P","Merrill Lynch & Co., Inc.","25.6199","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^p",
"FJA","Merrill Lynch Depositor, Inc.","25.58","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/fja",
"PIS","Merrill Lynch Depositor, Inc.","26.43","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pis",
"PIY","Merrill Lynch Depositor, Inc.","25.55","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/piy",
"PKH","Merrill Lynch Depositor, Inc.","26","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pkh",
"PKK","Merrill Lynch Depositor, Inc.","25.37","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pkk",
"PYY","Merrill Lynch Depositor, Inc.","25.306","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pyy",
"PZB","Merrill Lynch Depositor, Inc.","25.02","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/pzb",
"MTR","Mesa Royalty Trust","24.65","45937493.5","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtr",
"MSB","Mesabi Trust","24.15","316848241.5","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/msb",
"MUSA","Metals USA Holdings Corp.","17.94","665619262.62","n/a","1989","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/musa",
"MEI","Methode Electronics, Inc.","9.79","362822197.1","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mei",
"MET","MetLife, Inc.","37.63","41055987526.24","n/a","2000","Finance","Life Insurance","http://www.nasdaq.com/symbol/met",
"MET^A","MetLife, Inc.","25.3","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/met^a",
"MET^B","MetLife, Inc.","25.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/met^b",
"MLG","MetLife, Inc.","26","0","n/a","1992","Finance","Life Insurance","http://www.nasdaq.com/symbol/mlg",
"MLU","MetLife, Inc.","48.96","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/mlu",
"MPR","Met-Pro Corporation","10.76","158032259.88","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/mpr",
"PCS","MetroPCS Communications, Inc.","9.76","3553649525.6","n/a","1993","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/pcs",
"MTD","Mettler-Toledo International, Inc.","212.13","6500476082.16","n/a","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/mtd",
"MXE","Mexico Equity and Income Fund, Inc. (The)","15.6","98434783.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxe",
"MXE^","Mexico Equity and Income Fund, Inc. (The)","15","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxe^",
"MXF","Mexico Fund, Inc. (The)","32.62","435896362.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxf",
"MIL","MFC Industrial Ltd.","9.57","598623845.82","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mil",
"MCR","MFS Charter Income Trust","10.47","574507117.8","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/mcr",
"MGF","MFS Government Markets Income Trust","6.68","217100701.4","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/mgf",
"MIN","MFS Intermediate Income Trust","6.33","744623036.43","n/a","1988","n/a","n/a","http://www.nasdaq.com/symbol/min",
"MMT","MFS Multimarket Income Trust","7.4","579997969.6","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/mmt",
"MFM","MFS Municipal Income Trust","7.87","323498884.14","n/a","1986","n/a","n/a","http://www.nasdaq.com/symbol/mfm",
"MFV","MFS Special Value Trust","7.31","50834039.71","n/a","1989","n/a","n/a","http://www.nasdaq.com/symbol/mfv",
"MTG","MGIC Investment Corporation","2.75","555587736","n/a","1987","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mtg",
"MGM","MGM Resorts International","12.98","6349830952.96","n/a","1982","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mgm",
"KORS","Michael Kors Holdings Limited","57.75","11535344205","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kors",
"MAA","Mid-America Apartment Communities, Inc.","66.13","2795152552.46","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/maa",
"MPO","Midstates Petroleum Company, Inc.","6.88","458245124.48","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mpo",
"MM","Millennial Media, Inc.","12.16","952583720.32","n/a","1991","Technology","Advertising","http://www.nasdaq.com/symbol/mm",
"MILL","Miller Energy Resources, Inc.","3.67","159174116.98","n/a","1994","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mill",
"MILL^C","Miller Energy Resources, Inc.","22.17","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mill^c",
"MLR","Miller Industries, Inc.","15.69","173652699.39","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mlr",
"MR","Mindray Medical International Limited","38.34","4436432931.06","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mr",
"MSA","Mine Safety Appliances Company","45.63","1686609689.31","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/msa",
"MTX","Minerals Technologies Inc.","41.95","1484262315","n/a","1992","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/mtx",
"MP^D","Mississippi Power Company","25.6","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mp^d",
"MG","Mistras Group Inc","22.75","640682246.75","n/a","2009","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/mg",
"MTU","Mitsubishi UFJ Financial Group Inc","5.26","74413321965.1","n/a","1992","Finance","Commercial Banks","http://www.nasdaq.com/symbol/mtu",
"MFG","Mizuho Financial Group, Inc.","3.76","45171666434.48","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfg",
"MBT","Mobile TeleSystems","19.28","19173180856.64","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mbt",
"MOD","Modine Manufacturing Company","8.56","404015633.28","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mod",
"MHK","Mohawk Industries, Inc.","102.77","7097338644.01","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/mhk",
"MOH","Molina Healthcare Inc","29.01","1351381533","n/a","2003","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/moh",
"TAP","Molson Coors Brewing  Company","45.14","7061989277.22","n/a","1996","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap",
"TAP/A","Molson Coors Brewing  Company","45.228","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap/a",
"MCP","Molycorp, Inc","7.65","1055407173.3","n/a","2010","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mcp",
"MCP^A","Molycorp, Inc","29.65","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcp^a",
"MGI","Moneygram International, Inc.","13.74","794954149.5","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mgi",
"MNR","Monmouth Real Estate Investment Corporation","10.97","451901569.73","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mnr",
"MNR^A","Monmouth Real Estate Investment Corporation","26.18","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^a",
"MNR^B","Monmouth Real Estate Investment Corporation","26.5399","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^b",
"MON","Monsanto Company","102.85","55108399036.35","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mon",
"MWW","Monster Worldwide, Inc.","5.79","678024094.53","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/mww",
"MTS","Montgomery Street Income Securities, Inc.","17.13","177578299.17","n/a","1973","n/a","n/a","http://www.nasdaq.com/symbol/mts",
"MRH","Montpelier Re Holdings Ltd.","24.17","1341978559.13","n/a","2002","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mrh",
"MRH^A","Montpelier Re Holdings Ltd.","27.09","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrh^a",
"MCO","Moody&#39;s Corporation","54.45","12136905000","n/a","1993","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mco",
"MOG/A","Moog Inc.","44.61","0","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mog/a",
"MOG/B","Moog Inc.","44.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mog/b",
"MS","Morgan Stanley","22.31","44047082167.23","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ms",
"MS^A","Morgan Stanley","21.28","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ms^a",
"MSJ","Morgan Stanley","25.28","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/msj",
"MSK","Morgan Stanley","25.24","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msk",
"MSZ","Morgan Stanley","25.3","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msz",
"MWG","Morgan Stanley","25.3","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mwg",
"MWO","Morgan Stanley","24.95","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mwo",
"MWR","Morgan Stanley","25.35","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mwr",
"APF","Morgan Stanley Asia-Pacific Fund, Inc.","15.44","302267860.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apf",
"CAF","Morgan Stanley China A Share Fund Inc.","27.16","594300589.4","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/caf",
"RNE","Morgan Stanley Eastern Europe Fund, Inc.","18.01","74133752.55","n/a","1996","n/a","n/a","http://www.nasdaq.com/symbol/rne",
"MSD","Morgan Stanley Emerging Markets Debt Fund, Inc.","12.375","292910508","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/msd",
"EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.","17.34","1255962834.24","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/edd",
"MSF","Morgan Stanley Emerging Markets Fund, Inc.","16","239649552","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/msf",
"IIF","Morgan Stanley India Investment Fund, Inc.","18.67","416917809.65","n/a","1994","n/a","n/a","http://www.nasdaq.com/symbol/iif",
"MOS","Mosaic Company (The)","62.36","26546059205.84","n/a","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mos",
"MSI","Motorola Solutions, Inc.","59.01","16552330669.35","n/a","1972","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/msi",
"MOV","Movado Group Inc.","37.06","938495543.74","n/a","n/a","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/mov",
"MPG","MPG Office Trust, Inc.","3.05","174440281.75","n/a","2003","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mpg",
"MPG^A","MPG Office Trust, Inc.","22.06","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mpg^a",
"MPLX","MPLX LP","33.89","2504573686.7","n/a","1983","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mplx",
"MRC","MRC Global Inc.","31.13","3159601610","n/a","1996","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mrc",
"ICB","MS Income Securities, Inc.","18.59","167844350.96","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icb",
"HJL","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","25.03","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjl",
"HJN","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","25.36","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjn",
"HJT","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","26.2","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjt",
"HJV","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","19.12","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjv",
"MKS","MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14","24.83","0","n/a","1994","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mks",
"HJJ","MS Structured Asset Corp SATURNS Goldman Sachs","25.1686","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjj",
"HJR","MS Structured Asset Corp.","25.61","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hjr",
"MSM","MSC Industrial Direct Company, Inc.","78.96","4986300154.08","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/msm",
"MSCI","MSCI Inc","34.02","4153683738.96","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/msci",
"MLI","Mueller Industries, Inc.","52.83","1484271793.35","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mli",
